"","trackCensoredName","price","trackId","iphone","ipad","primaryGenreId","genreIds","formattedPrice","averageUserRating","userRatingCount"
"8075","Mālama Card",0,360014095,0,0,6000,"6000,6012,","Free",3,58
"8076","Yext",0,454974783,0,0,6000,"6000,6005,","Free",2.5,58
"8077","Zakah - الزكاة",0,456121854,0,0,6000,"6000,","Free",4.5,58
"8078","ESP Mobile +",0,485725921,0,0,6000,"6000,","Free",4.5,58
"8079","Tech Startup Genius",0,495963456,0,0,6000,"6000,6017,","Free",4.5,58
"8080","カンタンマップ for iPad",0,498417621,0,0,6000,"6000,6010,","Free",2.5,58
"8081","Spark Hire",0,520742624,0,0,6000,"6000,6007,","Free",2.5,58
"8082","Super Scanner Pro: Document & Receipt PDF Scanner with OCR",3.99,549516837,0,0,6000,"6000,6007,","3.99 USD",4,58
"8083","Resume Review Pro",0,554676804,0,0,6000,"6000,6017,","Free",4,58
"8084","CCC ONE Tablet",0,569324749,0,0,6000,"6000,6007,","Free",3,58
"8085","Quick Scanner Free : document, receipt, note, business card, image into high-quality PDF documents",0,604817306,0,0,6000,"6000,","Free",4,58
"8086","VesselFinder Pro",9.99,608985698,0,0,6000,"6000,6003,","9.99 USD",1.5,58
"8087","Plymouth Rock Assurance",0,632820710,0,0,6000,"6000,","Free",1.5,58
"8088","Mobile Work Order",0,648040453,0,0,6000,"6000,6007,","Free",3.5,58
"8089","UhaulCarShare",0,655763179,0,0,6000,"6000,6012,","Free",3.5,58
"8090","Out of Office for Outlook Exchange",0,702276889,0,0,6000,"6000,6007,","Free",2,58
"8091","Infusionsoft Mobile",0,825002436,0,0,6000,"6000,6007,","Free",3,58
"8092","TrialPad ™",129.99,828542236,0,0,6000,"6000,6007,","129.99 USD",4,58
"8093","HHAeXchange",0,883673336,0,0,6000,"6000,","Free",4,58
"8094","iBusiness Card Maker",0,908208218,0,0,6000,"6000,6002,","Free",3.5,58
"8095","DigiTour Official App",0,913008230,0,0,6000,"6000,","Free",4.5,58
"8096","Office Documents: Word Processor, PDF Reader, PDF Scanner, Media Player",4.99,918125894,0,0,6000,"6000,6007,","4.99 USD",4,58
"8097","Help Scout",0,966327660,0,0,6000,"6000,","Free",4,58
"8098","سلم رواتب السعودية الشامل",0,1075987982,0,0,6000,"6000,6002,","Free",3,58
"8099","EarthCam",0,1080149848,0,0,6000,"6000,6007,","Free",4.5,58
"8100","Bizversity - Business Coaching",0,1111454830,0,0,6000,"6000,6017,","Free",4.5,58
"8101","Touchscreen Test",0.99,1126113478,0,0,6000,"6000,","0.99 USD",4.5,58
"8102","Nextstop by CXT",0,1153780789,0,0,6000,"6000,","Free",2,58
"8103","U.S. Trademark Search Tool",0,1177891587,0,0,6000,"6000,","Free",5,58
"8104","阳光e购",0,1257593299,0,0,6000,"6000,","Free",5,58
"8105","Stripe Payments & Dashboard",0,1313258736,0,0,6000,"6000,6015,","Free",4.5,58
"8106","mbPointer: PowerPoint slide show remote control",2.99,299024774,0,0,6000,"6000,6002,","2.99 USD",2.5,57
"8107","spreed",0,327211373,0,0,6000,"6000,6005,","Free",3,57
"8108","Research Jobfinder",0,367824224,0,0,6000,"6000,6015,","Free",2.5,57
"8109","Machinery Trader",0,380184450,0,0,6000,"6000,6012,","Free",3.5,57
"8110","Filamente for SharePoint",24.99,390052009,0,0,6000,"6000,6007,","24.99 USD",3.5,57
"8111","iEstimate Construction",49.99,410155222,0,0,6000,"6000,6002,","49.99 USD",3,57
"8112","Merchant Account",0,411453121,0,0,6000,"6000,6015,","Free",4.5,57
"8113","Dike 6 Mobile",0,469062333,0,0,6000,"6000,6002,","Free",2.5,57
"8114","MEyeProV3",0,475964410,0,0,6000,"6000,6008,","Free",3,57
"8115","Check Book Register",0.99,488517738,0,0,6000,"6000,6015,","0.99 USD",1.5,57
"8116","Oracle HCM Cloud (Original)",0,529345370,0,0,6000,"6000,6007,","Free",4,57
"8117","TrolleyTracker",0,537480018,0,0,6000,"6000,6024,","Free",1.5,57
"8118","Spreadsheet touch: For Excel style spreadsheets",2.99,594625667,0,0,6000,"6000,6007,","2.99 USD",2.5,57
"8119","Virtru Email Protection",0,789957178,0,0,6000,"6000,6007,","Free",3.5,57
"8120","Zajil Express",0,862710369,0,0,6000,"6000,6003,","Free",2,57
"8121","Navica Mobile Plus",0,947464213,0,0,6000,"6000,6007,","Free",3,57
"8122","Mixpanel",0,1032086092,0,0,6000,"6000,6007,","Free",4.5,57
"8123","Box Capture",0,1040325411,0,0,6000,"6000,6007,","Free",4,57
"8124","WitStick",0,1049602912,0,0,6000,"6000,6012,","Free",2,57
"8125","Ritchie Bros.",0,1068567213,0,0,6000,"6000,6024,","Free",4.5,57
"8126","二手货车-中国二手车城网",0,1111144472,0,0,6000,"6000,6002,","Free",4.5,57
"8127","Low Life Culture",0,1144820248,0,0,6000,"6000,","Free",4.5,57
"8128","Fuze Mobile",0,1160444971,0,0,6000,"6000,6007,","Free",4,57
"8129","Restore Mobile 3.0",0,1210898817,0,0,6000,"6000,6007,","Free",2,57
"8130","Remotely Job Search",0,1349523816,0,0,6000,"6000,","Free",4,57
"8131","FSA TPA Benefits",0,1355523663,0,0,6000,"6000,6020,","Free",4.5,57
"8132","链筑-实时招标采购人员信息查询服务",0,1414820512,0,0,6000,"6000,6002,","免费",5,57
"8133","Defender Soft Token",0,302341144,0,0,6000,"6000,6002,","Free",3,56
"8134","Working Mother Magazine",0,397117850,0,0,6000,"6000,6021,","Free",2.5,56
"8135","Zultys Mobile Communicator",0,422724036,0,0,6000,"6000,6007,","Free",2.5,56
"8136","uAttend",0,428876448,0,0,6000,"6000,6007,","Free",3,56
"8137","RigData Mobile",0,438351107,0,0,6000,"6000,6007,","Free",2.5,56
"8138","Jobjuice Strategy & Consulting",14.99,440789600,0,0,6000,"6000,6006,","14.99 USD",4.5,56
"8139","Work Logger",0,446038266,0,0,6000,"6000,6007,","Free",3.5,56
"8140","Painless Pre-Algebra Challenge",0,449448476,0,0,6000,"6000,6014,7008,","Free",3.5,56
"8141","脉可寻-名片扫描和人脉管理工具",0,455685505,0,0,6000,"6000,6002,","Free",4.5,56
"8142","cyzen",0,480096371,0,0,6000,"6000,6007,","Free",3,56
"8143","GlobalMeet 4 Web & Audio",0,521815562,0,0,6000,"6000,6007,","Free",3.5,56
"8144","ServiceBench",0,555416517,0,0,6000,"6000,6007,","Free",3,56
"8145","ASee free",0,587757030,0,0,6000,"6000,","Free",4,56
"8146","VR Site Tour",0,595534534,0,0,6000,"6000,6007,","Free",5,56
"8147","PipelineDeals CRM",0,639580181,0,0,6000,"6000,","Free",3,56
"8148","NVMS7000 HD",0,659221352,0,0,6000,"6000,","Free",2,56
"8149","Lorex Care",0,666186238,0,0,6000,"6000,6002,","Free",1.5,56
"8150","Fattura24 - facile e veloce",0,691821270,0,0,6000,"6000,6007,","Free",4,56
"8151","10times - Events Finder!",0,820954054,0,0,6000,"6000,6005,","Free",4.5,56
"8152","Origin Bank Treasury Mgmt",0,997372585,0,0,6000,"6000,6015,","Free",5,56
"8153","WebIDent",0,1016629510,0,0,6000,"6000,6015,","Free",4,56
"8154","WorkDo All-in-1 Smart Work App",0,1078542221,0,0,6000,"6000,6007,","Free",5,56
"8155","Accompany",0,1094470218,0,0,6000,"6000,6007,","Free",4,56
"8156","优友宝",0,1112865401,0,0,6000,"6000,","Free",3.5,56
"8157","ibbİmarSor",0,1119474087,0,0,6000,"6000,","Free",4,56
"8158","limber.",0,1155913113,0,0,6000,"6000,6012,","Free",4.5,56
"8159","Tishknet",0,1157289323,0,0,6000,"6000,","Free",4,56
"8160","Ukrainian Selfreliance FCU, PA",0,1183082688,0,0,6000,"6000,","Free",4.5,56
"8161","Ad Maker for Ads & Banners",2.99,1219787640,0,0,6000,"6000,6005,","2.99 USD",4,56
"8162","展招",0,1264451327,0,0,6000,"6000,","Free",5,56
"8163","GoMLS",0,1294727891,0,0,6000,"6000,6012,","Free",4.5,56
"8164","mioCRM",0,351065230,0,0,6000,"6000,6007,","Free",3.5,55
"8165","MDVR",0,361255532,0,0,6000,"6000,6002,","Free",2.5,55
"8166","Home Business Magazine",0,379971250,0,0,6000,"6000,6009,","Free",3,55
"8167","Templates Free",0,436902158,0,0,6000,"6000,6007,","Free",2.5,55
"8168","AT&T Global Network Client",0,445643581,0,0,6000,"6000,6002,","Free",3.5,55
"8169","الكاشير الشخصي",0,460802062,0,0,6000,"6000,6002,","Free",4.5,55
"8170","Sto",0,479877965,0,0,6000,"6000,6007,","Free",4,55
"8171","Boeing Milestones",0,510294916,0,0,6000,"6000,","Free",4,55
"8172","Comply365",0,511326639,0,0,6000,"6000,6007,","Free",2,55
"8173","Hours Worked Time Clock & Pay",1.99,536786928,0,0,6000,"6000,6002,","$1.99",4,55
"8174","SmartOffice for BlackBerry",0,555338750,0,0,6000,"6000,6007,","Free",2.5,55
"8175","Flores Mobile (e-Receipt)",0,573682459,0,0,6000,"6000,","Free",1.5,55
"8176","IG BCE LU - SchichtAPP",0,698053872,0,0,6000,"6000,6007,","Free",3,55
"8177","Num Receipt Tracker",0,718726839,0,0,6000,"6000,6015,","Free",4,55
"8178","Amazon WorkSpaces",0,727778113,0,0,6000,"6000,","Free",3.5,55
"8179","eSignLive - Sign Documents Now",0,780714083,0,0,6000,"6000,6007,","Free",5,55
"8180","DesignMantic - Logo Maker",0,880585558,0,0,6000,"6000,6002,","Free",1.5,55
"8181","Scanument - Document Scanner - Scan documents to PDF",0,884562485,0,0,6000,"6000,6007,","Free",4.5,55
"8182","Heapo Clipboard Management Widget - copy and paste clips easier",0,921961118,0,0,6000,"6000,6002,","Free",4,55
"8183","myAudi IQ",0,951072430,0,0,6000,"6000,6012,","Free",2.5,55
"8184","Stealth Cam REMOTE",0,1008835778,0,0,6000,"6000,6002,","Free",2,55
"8185","SWFLAMLS",0,1012406504,0,0,6000,"6000,6012,","Free",4.5,55
"8186","OnTheClock Employee Time Clock",0,1029560603,0,0,6000,"6000,6007,","Free",4.5,55
"8187","Restaurant365",0,1041581638,0,0,6000,"6000,","Free",2,55
"8188","Viewpost Invoice",0,1049112141,0,0,6000,"6000,6015,","Free",5,55
"8189","Business card scanner--Wecard",0,1057088960,0,0,6000,"6000,6007,","Free",4.5,55
"8190","Бизнес Радар",0,1201226982,0,0,6000,"6000,6005,","Free",5,55
"8191","AWEA Events",0,1201376870,0,0,6000,"6000,6017,","Free",4.5,55
"8192","Autowash Car Washes",0,1264329358,0,0,6000,"6000,6002,","Free",3,55
"8193","Praca za Rogiem",0,1326748799,0,0,6000,"6000,6002,","Free",2,55
"8194","TAFS Factoring",0,1360463841,0,0,6000,"6000,6015,","Free",5,55
"8195","Earthlink Reseller",0,1390346331,0,0,6000,"6000,","Free",4.5,55
"8196","Just Win",0,1418500148,0,0,6000,"6000,6017,","Free",5,55
"8197","AliveChat Operator",0,338150297,0,0,6000,"6000,","Free",3,54
"8198","The Experience Auto Group",0,365816374,0,0,6000,"6000,6012,","Free",3.5,54
"8199","Business Trip Tracker - A Simple Mileage Log",0.99,421199136,0,0,6000,"6000,6002,","0.99 USD",4,54
"8200","SAGE Mobile",0,434798966,0,0,6000,"6000,6006,","Free",4.5,54
"8201","Date Difference Calculator",0.99,503757440,0,0,6000,"6000,6007,","0.99 USD",4.5,54
"8202","Stadtreinigung Hamburg",0,534533459,0,0,6000,"6000,6012,","Free",3,54
"8203","Teachers FCU",0,591881064,0,0,6000,"6000,6015,","Free",1.5,54
"8204","Document Maker - Create & Edit Rich Text Docs and Generate PDF",5.99,597284270,0,0,6000,"6000,6017,","5.99 USD",4,54
"8205","Inside™",0,620082976,0,0,6000,"6000,6007,","Free",4.5,54
"8206","Post Rental Listings - Zumper Pro",0,625594032,0,0,6000,"6000,6007,","Free",4,54
"8207","TimeForge Employee",0,643693721,0,0,6000,"6000,6015,","Free",2,54
"8208","KACE GO",0,680443651,0,0,6000,"6000,","Free",2.5,54
"8209","Valuation App",0,820801456,0,0,6000,"6000,6015,","Free",4.5,54
"8210","PDF Max Pre - The PDF Expert",9.99,888614436,0,0,6000,"6000,6007,","9.99 USD",3.5,54
"8211","Hearsay Social",0,902025015,0,0,6000,"6000,6005,","Free",4.5,54
"8212","Unovon",0,986756501,0,0,6000,"6000,6005,","Free",1.5,54
"8213","DIKIDI Business",0,997282718,0,0,6000,"6000,6012,","Free",4,54
"8214","BoomTown NOW",0,1024733072,0,0,6000,"6000,6007,","Free",3,54
"8215","VMware Workspace ONE",0,1031603080,0,0,6000,"6000,6007,","Free",4.5,54
"8216","Crisp",0,1085770229,0,0,6000,"6000,6007,","Free",4.5,54
"8217","Kizuku キズク - 現場コミュニケーションアプリ",0,1086628045,0,0,6000,"6000,6007,","Free",2.5,54
"8218","LaserShip eli",0,1140551164,0,0,6000,"6000,","Free",1.5,54
"8219","Best Deals - Vestige",0,1191411032,0,0,6000,"6000,6024,","Free",4,54
"8220","ExpressJobs Job Search & Apply",0,1250560964,0,0,6000,"6000,","Free",4.5,54
"8221","Ads Manager by Pocket Ads",0,1297066486,0,0,6000,"6000,6005,","Free",4.5,54
"8222","Fibler: Get Paid For Answering",0,1314411855,0,0,6000,"6000,6006,","Free",3.5,54
"8223","RSA Conference Multi-Event",0,1364007692,0,0,6000,"6000,","Free",3,54
"8224","10BII-BUS",4.99,294221899,0,0,6000,"6000,6015,","4.99 USD",3.5,53
"8225","Mrs. Cricket",0,304279794,0,0,6000,"6000,6002,","Free",3,53
"8226","St. Louis Business Journal",0,320758357,0,0,6000,"6000,6021,","Free",3,53
"8227","AD HelpDesk",2.99,366597535,0,0,6000,"6000,6007,","2.99 USD",4.5,53
"8228","Kiosk Pro Basic",24.99,409918026,0,0,6000,"6000,6002,","24.99 USD",3.5,53
"8229","TimeClock Plus",0,422414261,0,0,6000,"6000,6007,","Free",2,53
"8230","Calendar Tools",4.99,438197022,0,0,6000,"6000,6007,","4.99 USD",3.5,53
"8231","Photo to PDF Converter",4.99,472219505,0,0,6000,"6000,6002,","4.99 USD",3.5,53
"8232","Dennis Prager",0,487920285,0,0,6000,"6000,6015,","Free",2.5,53
"8233","POOL360",0,508083382,0,0,6000,"6000,6012,","Free",2.5,53
"8234","Franchise Gator",0,555334614,0,0,6000,"6000,6012,","Free",5,53
"8235","Kronos Tablet™",0,570999501,0,0,6000,"6000,6007,","Free",2.5,53
"8236","WorkPlan by Verizon Connect",0,593910424,0,0,6000,"6000,6010,","Free",2.5,53
"8237","SecureAuth Authenticate",0,615536686,0,0,6000,"6000,6002,","Free",3,53
"8238","TOTAL for Mobile",0,621689644,0,0,6000,"6000,6007,","Free",3,53
"8239","Calendar & Reminder Alarm Helper",0,640499593,0,0,6000,"6000,6002,","Free",4.5,53
"8240","Poster Builder Tool Lite",0,738545942,0,0,6000,"6000,6007,","Free",2,53
"8241","Mobile Forms App-Zoho Forms",0,805565969,0,0,6000,"6000,6007,","Free",4.5,53
"8242","Lightspeed Retail POS",0,848366907,0,0,6000,"6000,6007,","Free",2.5,53
"8243","Mileage Expense Log 7 - Miles Tracker for Business, Tax, and Charity Deductions",0,874074885,0,0,6000,"6000,6015,","Free",4,53
"8244","TryMyUI",0,923226691,0,0,6000,"6000,","Free",1.5,53
"8245","Databox: Business Analytics",0,940584421,0,0,6000,"6000,6015,","Free",5,53
"8246","LINE@",0,958585781,0,0,6000,"6000,6007,","Free",2.5,53
"8247","CoConstruct",0,991026385,0,0,6000,"6000,6007,","Free",3.5,53
"8248","Zap - Real estate CRM",0,1094786310,0,0,6000,"6000,6007,","Free",3,53
"8249","Telkom App",0,1179676135,0,0,6000,"6000,6002,","Free",1.5,53
"8250","ABEFCU",0,1183051324,0,0,6000,"6000,","Free",4.5,53
"8251","Spectora Inspection Software",0,1185947333,0,0,6000,"6000,6007,","Free",5,53
"8252","SnapShop - Product Photography",0,1226574598,0,0,6000,"6000,6008,","Free",4.5,53
"8253","Sports Picks and Odds",0,1267664114,0,0,6000,"6000,","Free",5,53
"8254","INBOUND 2018",0,1424484011,0,0,6000,"6000,6005,","Free",4.5,53
"8255","Kansas City Business Journal",0,320629648,0,0,6000,"6000,6021,","Free",2.5,52
"8256","Saba Centra",0,353869348,0,0,6000,"6000,","Free",2,52
"8257","Mobile CS",0,378886762,0,0,6000,"6000,6015,","Free",3.5,52
"8258","Service Call",5.99,388747292,0,0,6000,"6000,6007,","5.99 USD",4,52
"8259","Zenefic - SMS & Voice Call Reminders and Appointment Scheduling App",0,408330265,0,0,6000,"6000,6007,","Free",3.5,52
"8260","jobsDB Job Search",0,414607432,0,0,6000,"6000,6007,","Free",3.5,52
"8261","DBPR Mobile",0,421389533,0,0,6000,"6000,6006,","Free",3,52
"8262","Acronis Files Advanced",0,429704844,0,0,6000,"6000,6007,","Free",4,52
"8263","Logos HD for Adobe InDesign® - Editable Royalty-Free Templates",0,441449851,0,0,6000,"6000,6007,","Free",2.5,52
"8264","Sage Payments",0,460405229,0,0,6000,"6000,6015,","Free",2,52
"8265","Aruba Networks VIA",0,481378525,0,0,6000,"6000,6007,","Free",2.5,52
"8266","Check Point Capsule Connect",0,506669652,0,0,6000,"6000,6007,","Free",3.5,52
"8267","Email Signature iPad Edition",0,525252716,0,0,6000,"6000,6007,","Free",2.5,52
"8268","Saba Cloud",0,552859885,0,0,6000,"6000,6005,","Free",3,52
"8269","Receipt Catcher Pro",2.99,587403367,0,0,6000,"6000,6015,","2.99 USD",4,52
"8270","MobileIron Web@Work",0,596170970,0,0,6000,"6000,6002,","Free",3,52
"8271","FBA Mobile",0,634960973,0,0,6000,"6000,6013,","Free",4.5,52
"8272","MAXIMUS Child Support",0,657877769,0,0,6000,"6000,","Free",1.5,52
"8273","CRM Journal - Customer Events & Records App",0,782989738,0,0,6000,"6000,6007,","Free",4.5,52
"8274","DBD e-Service",0,789613827,0,0,6000,"6000,6009,","Free",2.5,52
"8275","Best Credit Card Reader & Swiper App - Process Credit Cards Fast on Your Mobile Phone with this Point of Sale (POS) System - Download Now for Free",0,794665957,0,0,6000,"6000,","Free",3.5,52
"8276","Hiring",0,797577300,0,0,6000,"6000,","Free",3.5,52
"8277","Reveal Manager",0,845178084,0,0,6000,"6000,6007,","Free",2.5,52
"8278","WBS - Project Work Management",6.99,879291053,0,0,6000,"6000,6007,","6.99 USD",4.5,52
"8279","SJ Versatile Cameras",0,906303485,0,0,6000,"6000,6008,","Free",2,52
"8280","My Ed",0,935336530,0,0,6000,"6000,","Free",3,52
"8281","GoReminders: Plan Appointments",0,955022149,0,0,6000,"6000,6007,","Free",4.5,52
"8282","ARCOS App",0,980246209,0,0,6000,"6000,","Free",1.5,52
"8283","Receipts - Simple Tracker",0,1009448114,0,0,6000,"6000,6002,","Free",4.5,52
"8284","mywork• Shift Jobs On Demand",0,1083140939,0,0,6000,"6000,6012,","Free",3,52
"8285","QNB ALAHLI Mobile Banking",0,1090888677,0,0,6000,"6000,6015,","Free",3.5,52
"8286","Windhaven® Insurance",0,1093191204,0,0,6000,"6000,6002,","Free",2,52
"8287","Coast-Tel Federal Credit Union",0,1114813907,0,0,6000,"6000,6015,","Free",5,52
"8288","LiquidText Enterprise",29.99,1151295644,0,0,6000,"6000,6007,","29.99 USD",4.5,52
"8289","Mudah.my PRO Niaga",0,1156043312,0,0,6000,"6000,","Free",1.5,52
"8290","云建造",0,1157910680,0,0,6000,"6000,","Free",2.5,52
"8291","Noteflow+ Digital Notebook",14.99,1252736175,0,0,6000,"6000,6002,","14.99 USD",4.5,52
"8292","Economic Update",0,1388722101,0,0,6000,"6000,6015,","Free",5,52
"8293","ACN Compass",0,1397506333,0,0,6000,"6000,","Free",4.5,52
"8294","Dovico Mobile",0,361103650,0,0,6000,"6000,6007,","Free",2.5,51
"8295","NRC",0,420397628,0,0,6000,"6000,6012,","Free",3.5,51
"8296","Comet Suite",0,455029699,0,0,6000,"6000,6007,","Free",4,51
"8297","mHD Classic",0,468951747,0,0,6000,"6000,6007,","Free",3,51
"8298","Emirates Auction",0,473718109,0,0,6000,"6000,6006,","Free",3.5,51
"8299","Teletrac GPS Tracker",0,485776561,0,0,6000,"6000,","Free",2.5,51
"8300","Start (Web to PDF + Browser)",1.99,525460168,0,0,6000,"6000,6002,","$1.99",4.5,51
"8301","Case Notebook E-Transcript",0,544497711,0,0,6000,"6000,6007,","Free",2.5,51
"8302","Bindo POS | Point of Sale",0,550740615,0,0,6000,"6000,6007,","Free",3,51
"8303","Netchex Mobile",0,551703615,0,0,6000,"6000,6015,","Free",2.5,51
"8304","Мой Ростелеком",0,561082205,0,0,6000,"6000,","Free",3.5,51
"8305","Faxer™ (a US800.com service)",0,590455817,0,0,6000,"6000,6007,","Free",4,51
"8306","Mobil İSKİ",0,598588701,0,0,6000,"6000,6007,","Free",2.5,51
"8307","Allworx Classic Reach",0,625822937,0,0,6000,"6000,6007,","Free",3,51
"8308","PlanCentral",0,659262040,0,0,6000,"6000,","Free",5,51
"8309","掌中广材",0,700336188,0,0,6000,"6000,6002,","Free",3.5,51
"8310","Teamwork Projects",0,726473079,0,0,6000,"6000,6007,","Free",3,51
"8311","Lorex netHD Stratus Plus",0,736441017,0,0,6000,"6000,","Free",2,51
"8312","My Mileage - Mileage Log & Expense Tracker",0,765204185,0,0,6000,"6000,6015,","Free",3,51
"8313","High Quality Voice Recorder",0,779128258,0,0,6000,"6000,6007,","Free",4,51
"8314","sure3 - Restaurant Websites",0,834638458,0,0,6000,"6000,6023,","Free",4.5,51
"8315","Oil Patch Pro",19.99,905825873,0,0,6000,"6000,6007,","19.99 USD",4,51
"8316","Rodio",0,909463866,0,0,6000,"6000,6007,","Free",2.5,51
"8317","NOKIZAL powered by 帝国データバンク",0,916066053,0,0,6000,"6000,6007,","Free",4.5,51
"8318","고용보험 모바일",0,930813865,0,0,6000,"6000,","Free",2.5,51
"8319","iconica logo design creator",0.99,931450268,0,0,6000,"6000,6016,","0.99 USD",3.5,51
"8320","LaView NET",0,932299214,0,0,6000,"6000,","Free",2.5,51
"8321","Jyve!",0,1033888450,0,0,6000,"6000,","Free",4.5,51
"8322","BOOKABUILDER",0,1092089910,0,0,6000,"6000,6002,","Free",5,51
"8323","Kronos Workforce Mobile for iSeries",0,1100846847,0,0,6000,"6000,6007,","Free",1.5,51
"8324","Adia",0,1168029737,0,0,6000,"6000,","Free",4,51
"8325","IndicaOnline Dashboard",0,1174746091,0,0,6000,"6000,6002,","Free",5,51
"8326","WebBoost for SEO - Web traffic tool",0,1179533901,0,0,6000,"6000,6002,","Free",4,51
"8327","Săn Ship - HeyU",0,1179627110,0,0,6000,"6000,6024,","Free",4.5,51
"8328","Intraboom Teamwork & Projects",0,1183372226,0,0,6000,"6000,","Free",5,51
"8329","LuLaRoe BUILD",0,1225244675,0,0,6000,"6000,","Free",2,51
"8330","Диагностическая карта онлайн",0,1234022335,0,0,6000,"6000,","Free",4.5,51
"8331","阳光扶贫",0,1266195334,0,0,6000,"6000,6002,","Free",1.5,51
"8332","赏鱼袋",0,1281848135,0,0,6000,"6000,6012,","Free",3.5,51
"8333","GAUGE Research",0,1311477544,0,0,6000,"6000,","Free",4.5,51
"8334","COUTURE 2018",0,1378348958,0,0,6000,"6000,","Free",4.5,51
"8335","Snippets: Key Book Quotes",0,1440624570,0,0,6000,"6000,6017,","Free",NA,51
"8336","SalesCalc",4.99,286366281,0,0,6000,"6000,6015,","4.99 USD",3.5,50
"8337","Mailer - Newsletters and Group Mail with HTML",2.99,321504812,0,0,6000,"6000,6007,","2.99 USD",3.5,50
"8338","Contemporary Motor Cars",0,355050082,0,0,6000,"6000,6012,","Free",3,50
"8339","QwickPAY",0,371172197,0,0,6000,"6000,6015,","Free",3.5,50
"8340","Swipe It - Credit Card Terminal with Secure Reader",0,371676201,0,0,6000,"6000,6015,","Free",2.5,50
"8341","Trovit Jobs",0,379240463,0,0,6000,"6000,6007,","Free",4.5,50
"8342","알바몬",0,382535825,0,0,6000,"6000,6012,","Free",3.5,50
"8343","Jobjuice Fin. & Inv. Banking",14.99,399537583,0,0,6000,"6000,6015,","14.99 USD",4,50
"8344","Monster.com Interviews by Monster Worldwide",0,426634637,0,0,6000,"6000,","Free",3.5,50
"8345","STAkis",0,436130169,0,0,6000,"6000,6007,","Free",3.5,50
"8346","WORKetc CRM & Projects",0,455621537,0,0,6000,"6000,6007,","Free",4,50
"8347","Power Pro",0,459017520,0,0,6000,"6000,","Free",5,50
"8348","SpeakingPhoto",0,485844944,0,0,6000,"6000,6007,","Free",4.5,50
"8349","Huddle",0,501101411,0,0,6000,"6000,6007,","Free",4,50
"8350","JMP® Graph Builder",0,503558970,0,0,6000,"6000,6007,","Free",3.5,50
"8351","Omadi Mobile CRM",0,564113910,0,0,6000,"6000,6007,","Free",2,50
"8352","Commissions Inc for Agents",0,587498044,0,0,6000,"6000,","Free",4,50
"8353","Mobile MSA",0,591864562,0,0,6000,"6000,6023,","Free",1.5,50
"8354","Quick Scanner : Quickly scan document, receipt, note, business card, image into high-quality PDF documents",2.99,599272923,0,0,6000,"6000,","2.99 USD",4.5,50
"8355","SEC³URE Mobile App",0,687806438,0,0,6000,"6000,6020,","Free",2,50
"8356","Intune Managed Browser",0,943264951,0,0,6000,"6000,6007,","Free",2,50
"8357","Harri",0,952339271,0,0,6000,"6000,","Free",3.5,50
"8358","ONE by Movista",0,954914456,0,0,6000,"6000,6007,","Free",3,50
"8359","AirSketch Pro",24.99,955976551,0,0,6000,"6000,6017,","24.99 USD",4.5,50
"8360","WhizLeads",0,957721089,0,0,6000,"6000,6007,","Free",5,50
"8361","Stuart Delivery",0,959980263,0,0,6000,"6000,6024,","Free",3.5,50
"8362","Business Audiobooks: Economics, Finance, Investing, Management and Leadership",0,961937800,0,0,6000,"6000,6018,","Free",4.5,50
"8363","Wine Eventos",0,1144167111,0,0,6000,"6000,6007,","Free",2,50
"8364","MOTI Chat",0,1175152225,0,0,6000,"6000,6008,","Free",5,50
"8365","오토오아시스",0,1206190761,0,0,6000,"6000,6012,","Free",4.5,50
"8366","Swiggy Owner",0,1209732136,0,0,6000,"6000,6023,","Free",2.5,50
"8367","Jora Local - Find Staff & Jobs",0,1224497514,0,0,6000,"6000,6012,","Free",4.5,50
"8368","翼商户",0,1255452965,0,0,6000,"6000,","Free",3.5,50
"8369","Visdea",0,1292520529,0,0,6000,"6000,6024,","Free",5,50
"8370","Charlotte Business Journal",0,320619682,0,0,6000,"6000,6021,","Free",3,49
"8371","timr - Time & Mileage Tracker",0,331702665,0,0,6000,"6000,6007,","Free",1.5,49
"8372","MangoApps, Work from Anywhere",0,347307528,0,0,6000,"6000,6007,","Free",3,49
"8373","Land Rover Palm Beach",0,355171753,0,0,6000,"6000,6012,","Free",3.5,49
"8374","Cash Register - Barcode Reader",0,355213069,0,0,6000,"6000,6007,","Free",1.5,49
"8375","Sugar Mobile",0,393190297,0,0,6000,"6000,6007,","Free",2.5,49
"8376","AuctionTime",0,405124399,0,0,6000,"6000,6012,","Free",3,49
"8377","vWorkspace",0,406043462,0,0,6000,"6000,","Free",3.5,49
"8378","Csv File Editor with Import Option from Excel  .xls, .xlsx, .xml Files",2.99,477570405,0,0,6000,"6000,6007,","2.99 USD",1.5,49
"8379","i-Menzies",0,477724212,0,0,6000,"6000,","Free",3,49
"8380","SAS Visual Analytics",0,511030524,0,0,6000,"6000,6007,","Free",4,49
"8381","""Easy Sales Goal Tracker""",19.99,592408093,0,0,6000,"6000,6007,","19.99 USD",3.5,49
"8382","Feed2Go - Surveys & Feedback",0,615209915,0,0,6000,"6000,6012,","Free",4.5,49
"8383","SEP Mobile",0,695620821,0,0,6000,"6000,6002,","Free",4,49
"8384","海峡人才",0,789585269,0,0,6000,"6000,","Free",1.5,49
"8385","SQFT - Residential Real Estate",0,911880756,0,0,6000,"6000,6012,","Free",4,49
